"기준년월","HSK품목코드","수출입구분코드","수산물수출입품목명","수출입구분명","당월수출입중량(킬로그램)","당월수출입미화금액(달러)","당해누계수출입중량(킬로그램)","당해누계수출입미화금액(달러)","데이터기준일자"
"2023-04","0307299000","I","기타 가리비과의조개(기타)","수입","136","945","418","3571","2023-04-30"
"2023-04","0307320000","I","냉동한 것","수입","243","1557","5694","23148","2023-04-30"
"2023-04","0307392000","I","홍합(건조)","수입","7","73","24","423","2023-04-30"
"2023-04","0307399000","I","홍합(산 것/ 신선/ 냉장/ 냉동/ 건조 이외 기타)","수입","0","0","1","30","2023-04-30"
"2023-04","0307421010","I","세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","수입","0","0","8","99","2023-04-30"
"2023-04","0307421090","I","기타","수입","375","4310","1636","18806","2023-04-30"
"2023-04","0307422090","I","기타","수입","0","0","48000","81738","2023-04-30"
"2023-04","0307431010","I","세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","수입","9788","77743","32359","229256","2023-04-30"
"2023-04","0307431090","I","기타","수입","493544","3819318","1720394","12475298","2023-04-30"
"2023-04","0307432010","I","옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","수입","231991","1459169","711112","4868914","2023-04-30"
"2023-04","0307432090","I","기타","수입","9481529","21485500","34111085","80130659","2023-04-30"
"2023-04","0307492090","I","기타","수입","2","29","2","29","2023-04-30"
"2023-04","0307493010","I","갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로","수입","45922","1467751","191417","5827874","2023-04-30"
"2023-04","0307493090","I","기타","수입","81809","994727","237848","2881601","2023-04-30"
"2023-04","0307494090","I","기타","수입","9","187","15","325","2023-04-30"
"2023-04","0307511000","I","낙지(산것/신선/ 냉장)","수입","500658","8581644","1734754","30611249","2023-04-30"
"2023-04","0307512000","I","주꾸미(산것/신선/ 냉장)","수입","489646","2059831","1348569","5518393","2023-04-30"
"2023-04","0307519000","I","기타문어(산것/신선/ 냉장)","수입","1","4","602","5482","2023-04-30"
"2023-04","0307521000","I","문어","수입","354654","3351055","1781260","16648381","2023-04-30"
"2023-04","0307522000","I","낙지","수입","1523129","10222110","7070026","44103827","2023-04-30"
"2023-04","0307523000","I","쭈꾸미","수입","1570318","10328636","7539467","48585196","2023-04-30"
"2023-04","0307529000","I","기타","수입","0","0","1","140","2023-04-30"
"2023-04","0307592000","I","문어(건조)","수입","427","9594","601","12157","2023-04-30"
"2023-04","0307599000","I","문어(산것/ 신선/ 냉장/ 냉동/ 건조 이외 기타)","수입","18354","171761","24363","209131","2023-04-30"
"2023-04","0307711000","I","백합","수입","1213581","1635102","5111035","7202906","2023-04-30"
"2023-04","0307712010","I","피조개 종패용(산 것  신선 또는 냉장한 것)","수입","22902","66000","230927","578116","2023-04-30"
"2023-04","0307712090","I","피조개 기타(산 것  신선 또는 냉장한 것)","수입","0","0","116420","220043","2023-04-30"
"2023-04","0307714000","I","바지락(산 것 신선 또는 냉장한 것)","수입","1463865","2499410","6679330","10425408","2023-04-30"
"2023-04","0307715000","I","개조개","수입","26950","124964","199100","945355","2023-04-30"
"2023-04","0307719000","I","클램/ 새조개 및 피조개 기타 살아있는겄/ 신선한 것/ 냉장한 것","수입","156748","533566","897349","2217937","2023-04-30"
"2023-04","0307721000","I","새조개","수입","2020","18195","10260","87399","2023-04-30"
"2023-04","0307723000","I","바지락","수입","150828","279555","1204319","2140716","2023-04-30"
"2023-04","0307724000","I","피조개","수입","2850","35452","4020","42512","2023-04-30"
"2023-04","0307725000","I","개조개","수입","0","0","38540","249711","2023-04-30"
"2023-04","0307729000","I","기타","수입","160838","606003","527803","1669854","2023-04-30"
"2023-04","0307792010","I","개량조개(건조)","수입","6000","62025","6000","62025","2023-04-30"
"2023-04","0307793020","I","바지락(염장 또는 염수장한 것)","수입","0","0","224800","1451784","2023-04-30"
"2023-04","0307793090","I","클램/ 새조개 및 피조개 기타(염장 또는 염수장한 것)","수입","72","645","223","2775","2023-04-30"
"2023-04","0307820000","I","살아있거나/ 신선하거나 냉장한 수정고둥류[스트롬버스(Strombus)종]","수입","35","108","418","782","2023-04-30"
"2023-04","0307872000","I","염장이나 염수장한 것","수입","0","0","1","42","2023-04-30"
"2023-04","0307913000","I","개아지살(산 것 신선 또는 냉장한 것)","수입","1","26","76","11434","2023-04-30"
"2023-04","0307914000","I","재첩(산 것 신선 또는 냉장한 것)","수입","95540","84249","566260","490170","2023-04-30"
"2023-04","0307919000","I","기타[분 조분 펠리트 포함(식용 적합)]의 기타(산/신선/냉장)","수입","262","1950","122781","407131","2023-04-30"
"2023-04","0307921000","I","개아지살","수입","87267","1300497","711006","9911806","2023-04-30"
"2023-04","0307922000","I","소라","수입","0","0","9","85","2023-04-30"
"2023-04","0307929000","I","기타","수입","249557","1357764","1330114","8826960","2023-04-30"
"2023-04","0307992900","I","기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(건조)","수입","1","16","4","62","2023-04-30"
"2023-04","0308110000","I","해삼(산 것 신선 또는 냉장한 것)","수입","4","30","31","185","2023-04-30"
"2023-04","0308120000","I","냉동한 것","수입","23436","116388","97822","421341","2023-04-30"
"2023-04","0308192000","I","해삼(건조한 것)","수입","247","8785","754","26351","2023-04-30"
"2023-04","0308210000","I","성게(산 것 신선 또는 냉장한 것)","수입","13100","1661088","41267","5709149","2023-04-30"
"2023-04","0308220000","I","냉동한 것","수입","2566","181543","17939","1357276","2023-04-30"
"2023-04","0308301000","I","해파리(산 것 신선 또는 냉장한 것)","수입","312","15288","315","16202","2023-04-30"
"2023-04","0308304000","I","해파리(염장 또는 염수장한 것)","수입","344228","907589","1748521","4221813","2023-04-30"
"2023-04","0308901019","I","우렁쉥이(기타)(산 것 신선 또는 냉장한 것)","수입","0","0","397950","878965","2023-04-30"
"2023-04","0308901090","I","수생무척추동물의 기타(산 것)","수입","24823","364086","67845","1111651","2023-04-30"
"2023-04","0308904000","I","수생무척추동물의 기타(염장 또는 염수장한 것)","수입","0","0","14331","35555","2023-04-30"
"2023-04","0309100000","I","식용어류분","수입","6","62","4095","38999","2023-04-30"
"2023-04","0309901000","I","식용어류분","수입","0","0","300","3999","2023-04-30"
"2023-04","0309902000","I","식용어류분","수입","32300","305019","51303","532019","2023-04-30"
"2023-04","0309909000","I","식용어류분","수입","1023","34180","1157","35358","2023-04-30"
"2023-04","0508001000","I","산호(coral)","수입","2","279","29032","14920","2023-04-30"
"2023-04","0508002010","I","진주패각","수입","0","0","13252","240450","2023-04-30"
"2023-04","0508002020","I","청패각(전복)","수입","0","89","11450","96974","2023-04-30"
"2023-04","0508002030","I","첩패각과 지첩패각","수입","426669","431099","1277713","1131906","2023-04-30"
"2023-04","0508002040","I","야광패각(소라)","수입","20600","47728","61800","140807","2023-04-30"
"2023-04","0508002090","I","기타패각","수입","992510","184103","2564324","480449","2023-04-30"
"2023-04","0508009000","I","연체동물/갑각류/극피동물","수입","48","407","53488","59982","2023-04-30"
"2023-04","0511911010","I","부화용알(브라인슈림프알)","수입","3164","272695","32578","1462143","2023-04-30"
"2023-04","0511911090","I","부화용알(브라인슈림프 알 이","수입","0","0","112","36718","2023-04-30"
"2023-04","0511912000","I","어류의웨이스트","수입","148500","288590","842090","1485685","2023-04-30"
"2023-04","0511919000","I","어류/갑각류/연체동물/수행동","수입","111539","140908","234865","435517","2023-04-30"
"2023-04","0511996000","I","동물성의해면","수입","142","14781","2354","138209","2023-04-30"
"2023-04","1212211010","I","김(건조한 것)(식용의 것)","수입","8468","152098","8601","153585","2023-04-30"
"2023-04","1212211090","I","김(기타)(식용의 것)","수입","51","784","163","2108","2023-04-30"
"2023-04","1212212010","I","미역(건조한 것)(식용의 것)","수입","20241","163731","96340","739856","2023-04-30"
"2023-04","1212212020","I","미역(염장한 것)(식용의 것)","수입","162547","355784","475518","1061481","2023-04-30"
"2023-04","1212212090","I","미역(기타)(식용의 것)","수입","0","0","18","564","2023-04-30"
"2023-04","1212213010","I","톳(건조한 것)(식용의 것)","수입","1","430","4","572","2023-04-30"
"2023-04","1212213090","I","톳(기타)(식용의 것)","수입","0","0","1","12","2023-04-30"
"2023-04","1212214090","I","파래(기타)(식용의 것)","수입","10","1960","10","1960","2023-04-30"
"2023-04","1212215010","I","다시마(염장한 것)(식용의 것)","수입","3","9","19","285","2023-04-30"
"2023-04","1212215090","I","다시마(기타)(식용의 것)","수입","49","324","133","2161","2023-04-30"
"2023-04","1212216090","I","우뭇가사리(기타)(식용의 것)","수입","0","0","60001","172721","2023-04-30"
"2023-04","1212218029","I","진두발(기타)(식용의 것)","수입","7","298","23124","86651","2023-04-30"
"2023-04","1212218031","I","말(냉동)(식용의 것)","수입","0","0","810","6109","2023-04-30"
"2023-04","1212218039","I","말(기타)(식용의 것)","수입","0","0","2280","3397","2023-04-30"
"2023-04","1212219019","I","코토니 및 스피노잠(기타)(식용의 것)","수입","496250","886883","2364920","3147638","2023-04-30"
"2023-04","1212219099","I","해초류와 기타조류 기타(기타)(식용의 것)","수입","4845","77582","495127","1202316","2023-04-30"
"2023-04","1212291090","I","김(기타)","수입","6","41","26","233","2023-04-30"
"2023-04","1212292010","I","미역(냉동한 것)","수입","0","0","4","16","2023-04-30"
"2023-04","1212292090","I","미역(기타)","수입","0","0","3","16","2023-04-30"
"2023-04","1212293090","I","톳(기타)","수입","1","39","1","39","2023-04-30"
"2023-04","1212295090","I","다시마(기타)","수입","963","808","7852","7319","2023-04-30"
"2023-04","1212298019","I","도박(기타)","수입","0","0","0","2","2023-04-30"
"2023-04","1212298039","I","말(기타)","수입","0","0","3068","6777","2023-04-30"
"2023-04","1212299091","I","해초류와 기타조류 기타(냉동","수입","0","0","1","12","2023-04-30"
"2023-04","1212299099","I","해초류와 기타조류 기타(기타)","수입","7403","7976","27756","67533","2023-04-30"
"2023-04","1302311000","I","실한천","수입","800","11850","5980","103464","2023-04-30"
"2023-04","1302312000","I","분한천","수입","25911","425799","175660","2827310","2023-04-30"
"2023-04","1302319000","I","한천(실한천/분한천 이외 기타)","수입","303","11966","3609","124041","2023-04-30"
"2023-04","1504101000","I","상어의 간유(肝油)와 그 분획물","수입","0","0","23485","214055","2023-04-30"
"2023-04","1504109000","I","어류의간유/분획물(상어의간유","수입","15202","24937","15923","75621","2023-04-30"
"2023-04","1504200000","I","어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]","수입","445837","1557024","1554216","4573979","2023-04-30"
"2023-04","1504309000","I","기타해서포유동물의 유지와 그","수입","4","48","39","880","2023-04-30"
"2023-04","1516102000","I","고래기름/분획물(수소 첨가/","수입","0","0","4","52","2023-04-30"
"2023-04","1603003000","I","어류의액스","수입","308","2434","16421","130656","2023-04-30"
"2023-04","1603004000","I","어류의즙","수입","1301","1768","1775","12874","2023-04-30"
"2023-04","1603009000","I","갑각류/연체동물/수생동물의","수입","21884","405167","115681","748109","2023-04-30"
"2023-04","1604111000","I","연어(조제/밀폐용기에 넣은 것)","수입","2425","17918","2542","21652","2023-04-30"
"2023-04","1604119000","I","연어(조제/밀페용기에 넣은 것 이외 기타)","수입","2451","55380","13150","259487","2023-04-30"
"2023-04","1604121000","I","청어(밀폐용기에넣은것)","수입","99","2415","26846","160426","2023-04-30"
"2023-04","1604129000","I","청어(통조림외조제품)","수입","1","62","353","5097","2023-04-30"
"2023-04","1604131000","I","정어리(밀폐용기에넣은것)","수입","19437","54285","44710","114987","2023-04-30"
"2023-04","1604139000","I","정어리(통조림외조제품)","수입","62","1216","265","5926","2023-04-30"
"2023-04","1604141011","I","다랭이(기름담금)","수입","368","6100","30373","163795","2023-04-30"
"2023-04","1604141012","I","다랭이(보일드)","수입","12","236","5159","31719","2023-04-30"
"2023-04","1604141019","I","다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)","수입","50749","287840","70888","412930","2023-04-30"
"2023-04","1604141021","I","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수입","105553","389559","468453","1722478","2023-04-30"
"2023-04","1604141029","I","가다랭이(기타)","수입","17799","57138","176948","604558","2023-04-30"
"2023-04","1604141031","I","버니토우(기름담근것(밀폐용기","수입","18048","51757","36096","103143","2023-04-30"
"2023-04","1604141039","I","버니토우(기타)","수입","4","44","310","2273","2023-04-30"
"2023-04","1604149000","I","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수입","86090","449610","567982","2923110","2023-04-30"
"2023-04","1604151000","I","고등어(조제/밀폐용기에 넣은 것)","수입","60445","206497","210910","989862","2023-04-30"
"2023-04","1604159000","I","고등어(조제/밀폐용기에 넣은 것 이외 기타)","수입","1454","17205","5219","50184","2023-04-30"
"2023-04","1604161000","I","멸치(조제/밀폐용기에 넣은 것)","수입","2284","54155","15062","256383","2023-04-30"
"2023-04","1604169000","I","전갱이(조제/밀폐용기에 넣은 것 이외 기타)","수입","180","2782","8802","106839","2023-04-30"
"2023-04","1604171000","I","뱀장어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","7000","115723","21588","371711","2023-04-30"
"2023-04","1604179000","I","뱀장어(조제 또는 저장처리)","수입","168132","3017432","466608","8311948","2023-04-30"
"2023-04","1604180000","I","상어지느러미/ 기타조제저장처리상어지느러미(밀폐용기에넣은것 포함/ 밀폐용기이외)","수입","1080","68818","9240","1095786","2023-04-30"
"2023-04","1604191010","I","꽁치(통조림외조제품)","수입","0","0","5","97","2023-04-30"
"2023-04","1604191020","I","전갱이(밀폐용기에넣은것)","수입","3320","11480","3707","13970","2023-04-30"
"2023-04","1604191090","I","어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것)","수입","2209","9266","46642","208014","2023-04-30"
"2023-04","1604199010","I","쥐치포(조제/밀페용기 이외 기타)","수입","502783","4314022","1658688","14572585","2023-04-30"
"2023-04","1604199090","I","어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)","수입","994461","5137483","3769214","20110823","2023-04-30"
"2023-04","1604201000","I","생선페이스트","수입","654","7494","4794","44041","2023-04-30"
"2023-04","1604202000","I","생선마리네이드","수입","150","2274","7305","68262","2023-04-30"
"2023-04","1604203000","I","생선소시지","수입","1732","38100","2016","43594","2023-04-30"
"2023-04","1604204010","I","생선묵(게맛)","수입","123471","385186","454416","1589031","2023-04-30"
"2023-04","1604204090","I","생선묵(게맛의 것 이외 기타)","수입","250625","1193093","1193504","5389488","2023-04-30"
"2023-04","1604209000","I","어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)","수입","327484","1453289","1317719","6410199","2023-04-30"
"2023-04","1604310000","I","캐비아","수입","300","247795","970","811347","2023-04-30"
"2023-04","1604320000","I","캐비아 대용물","수입","142379","2195074","716759","11447956","2023-04-30"
"2023-04","1605101010","I","게살(밀폐용기에넣은것)","수입","246","3015","2066","59324","2023-04-30"
"2023-04","1605101091","I","붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)","수입","1","6","10","162","2023-04-30"
"2023-04","1605101099","I","기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)","수입","7","46","3638","70515","2023-04-30"
"2023-04","1605109000","I","게 조제품(게살 이외 기타)","수입","1998","21057","11116","119639","2023-04-30"
"2023-04","1605211000","I","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)","수입","1352369","9165974","4765316","32511090","2023-04-30"
"2023-04","1605219000","I","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)","수입","636582","6908338","2600378","29970600","2023-04-30"
"2023-04","1605290000","I","새우류(조제 또는 저장처리)","수입","8731","119508","66476","810964","2023-04-30"
"2023-04","1605301000","I","바다가재(밀폐용기에넣은것)","수입","13","861","13","861","2023-04-30"
"2023-04","1605309000","I","바다가재(통조림외)","수입","4790","14262","59287","203025","2023-04-30"
"2023-04","1605409000","I","갑각류 조제품(게/새우/바다가재기타/밀폐용기에넣은것이외기타)","수입","37","376","100","1592","2023-04-30"
"2023-04","1605511000","I","굴(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","31","551","122","2099","2023-04-30"
"2023-04","1605519000","I","굴(조제 또는 저장처리)(기타)","수입","0","0","123","161","2023-04-30"
"2023-04","1605520000","I","가리비과의조개(조제/저장/기타/ 밀폐용기에 넣은 것 포함)","수입","180114","1408040","720345","4809470","2023-04-30"
"2023-04","1605531000","I","홍합(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","65","709","65","709","2023-04-30"
"2023-04","1605539000","I","홍합(조제 또는 저장처리)(기타)","수입","337272","1400599","1580556","6502488","2023-04-30"
"2023-04","1605541000","I","갑오징어/ 기타조제저장처리갑오징어(밀폐용기에넣은것 포함/ 밀폐용기이외)","수입","0","0","4559","38772","2023-04-30"
"2023-04","1605542010","I","오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","272","8762","1863","60488","2023-04-30"
"2023-04","1605542091","I","조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","961100","4117054","3384607","15955882","2023-04-30"
"2023-04","1605542099","I","오징어 기타(조제 또는 저장처리)","수입","2944857","12067950","10170818","43970795","2023-04-30"
"2023-04","1605550000","I","문어/ 기타조제저장처리문어(밀폐용기에넣은것 포함/ 밀폐용기이외)","수입","392191","2757741","1945270","13644460","2023-04-30"
"2023-04","1605561010","I","바지락(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","0","0","2123","27699","2023-04-30"
"2023-04","1605561090","I","바지락(조제 또는 저장처리)(기타)","수입","377850","946643","1795139","4540158","2023-04-30"
"2023-04","1605562010","I","새조개(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","102","676","102","676","2023-04-30"
"2023-04","1605569010","I","클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","3","72","26","2570","2023-04-30"
"2023-04","1605569090","I","클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(기타)","수입","25306","127483","181694","880809","2023-04-30"
"2023-04","1605571000","I","전복(밀폐용기에넣은것)","수입","13","185","14","224","2023-04-30"
"2023-04","1605579000","I","전복(조제 또는 저장처리) 기타","수입","46446","1195939","245966","5272517","2023-04-30"
"2023-04","1605581000","I","달팽이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","0","0","468","12261","2023-04-30"
"2023-04","1605589000","I","달팽이(조제 또는 저장처리)(기타)","수입","42303","300678","120213","972077","2023-04-30"
"2023-04","1605591010","I","골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","38","699","38","699","2023-04-30"
"2023-04","1605591090","I","골뱅이(조제 또는 저장처리)(기타)","수입","233163","2168854","817284","7705955","2023-04-30"
"2023-04","1605592010","I","소라(밀폐용기에 넣은것)","수입","0","0","0","11","2023-04-30"
"2023-04","1605592090","I","소라(조제 또는 저장처리)기타","수입","113085","552607","478232","2571809","2023-04-30"
"2023-04","1605599010","I","연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","0","0","5","146","2023-04-30"
"2023-04","1605599090","I","연체동물 기타(조제 또는 저장처리)(기타)","수입","383556","2060364","1619305","10355297","2023-04-30"
"2023-04","1605611000","I","해삼(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","0","0","2","36","2023-04-30"
"2023-04","1605619000","I","해삼(조제 또는 저장처리)기타","수입","89936","1255937","478432","5355066","2023-04-30"
"2023-04","1605621000","I","성게(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","192","4958","192","4958","2023-04-30"
"2023-04","1605629000","I","성게(조제 또는 저장처리)(기타)","수입","220","11529","937","47591","2023-04-30"
"2023-04","1605631000","I","해파리(조제 또는 저장처리)(밀폐용기에 넣은 것)","수입","485","3390","624","5201","2023-04-30"
"2023-04","1605639000","I","해파리(조제 또는 저장처리)(기타)","수입","4403","56421","14686","175697","2023-04-30"
"2023-04","1605690000","I","기타조제저장처리수생무척추동물(밀폐용기에넣은것 포함/ 밀폐용기에 넣지 않은 것)-해삼/성게/해파리제외","수입","10923","71108","15060","120031","2023-04-30"
"2023-04","2008995010","I","김","수입","2724","130315","33917","496286","2023-04-30"
"2023-04","2008995090","I","조제한 해조류 김 제외","수입","4897","54579","20792","204847","2023-04-30"
"2023-04","2102203010","I","클로렐라 효모(둥글넓적한 것)","수입","2","61","2","61","2023-04-30"
"2023-04","2102203090","I","클로렐라 효모(기타)","수입","28","636","1381","26343","2023-04-30"
"2023-04","2102204010","I","스리루리나 효모(둥글넓적한 것)","수입","739","17932","2853","92231","2023-04-30"
"2023-04","2102204090","I","스리루리나 효모(기타)","수입","4104","97610","9839","200925","2023-04-30"
"2023-04","2104102000","I","어류의 수우프/ 브로드와 수우프 브로드 제조용 조제품","수입","47","462","2666","24467","2023-04-30"
"2023-04","2301201000","I","어류의 분.조분 및 펠리트","수입","5958929","10793707","19199969","35218216","2023-04-30"
"2023-04","2301209000","I","어류외기타 분.조분 및 펠리트","수입","179950","168984","551513","644483","2023-04-30"
"2023-04","2501001010","I","암염(岩鹽)","수입","206759","56061","935874","413506","2023-04-30"
"2023-04","2501001020","I","천일염","수입","286724725","12065393","1352470226","58182965","2023-04-30"
"2023-04","2501009010","I","식염","수입","19581548","1765806","75834771","7224070","2023-04-30"
"2023-04","2501009020","I","순염화나트륨","수입","1489894","774037","6000506","3328311","2023-04-30"
"2023-04","2501009090","I","기타소금/해수","수입","2824467","581707","14127187","2412483","2023-04-30"
"2023-04","4103901010","I","원피(장어류의 것)(비유연처리의 것)","수입","0","0","47","389","2023-04-30"
"2023-04","7101210000","I","양식진주(가공하지않은것)","수입","94","26905","219","74278","2023-04-30"
"2023-04","7101220000","I","양식진주(가공한것)","수입","168","328144","744","934491","2023-04-30"
"2023-04","7116101000","I","천연진주로만든 것","수입","0","559","19","19648","2023-04-30"
"2023-04","7116102000","I","양식진주로 만든 것","수입","697","483908","1984","1392550","2023-04-30"
"2023-04","9601901090","I","패각(기타)","수입","65581","115271","208919","305719","2023-04-30"
"2023-04","9606291000","I","조개껍질로 만든것","수입","1788","66121","4835","252665","2023-04-30"
